sample_index,psnr,ssim,sharpness_before,sharpness_after,contrast_before,contrast_after,edge_density_before,edge_density_after
0,7.115158774296118,0.048696611702197544,905.9263417720795,32721.361557155615,37.21224027644788,44.20187672551198,0.013885498046875,0.39263916015625
1,9.837886594670028,0.08431964831417403,0.627685546875,13436.937299951911,2.1234384651454694,27.49700356808317,0.0,0.355560302734375
2,9.459522645831953,0.08069508531952108,7.169462970457971,13383.343991292408,2.740585126566042,27.734238331917215,0.0,0.405029296875
3,10.775416706237603,0.09832643562756001,614.7756608256605,24411.634441176197,8.284239320077761,36.53261298696175,0.0101318359375,0.51263427734375
4,9.836183758855594,0.08468210251108686,2.01104736328125,13433.128634091467,2.474891137306323,27.495892610219336,0.0,0.3560943603515625
